"","ASV2","ASV5","ASV11","ASV25","ASV32","ASV35","ASV38","ASV39","ASV42","ASV45","ASV46","ASV50","ASV52","ASV58","ASV63","ASV92","ASV94","ASV99","ASV103","ASV104","ASV105","ASV110","ASV122","ASV125","ASV128","ASV133","ASV138","ASV139","ASV151","ASV158","ASV167","ASV173","ASV176","ASV179","ASV182","ASV199","ASV221","ASV229","ASV234","ASV239","ASV252","ASV270","ASV291","ASV304","ASV305","ASV311","ASV316","ASV352","ASV361","ASV365","ASV399","ASV410","ASV435","ASV467","ASV506","ASV533","ASV547","ASV550","ASV554","ASV556","ASV595","ASV601","ASV618","ASV620","ASV645","ASV652","ASV686","ASV700","ASV741","ASV766","ASV770","ASV786","ASV809","ASV846","ASV934","ASV1068","ASV1076","ASV1118","ASV1143","ASV1218","ASV1298","ASV1581"
"ASV2",0,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.00694444444444444,0.00671140939597315,0.00335570469798658,0.0168350168350168,0.00671140939597315,0.0167785234899329,0.00671140939597315,0.00335570469798658,0.574912891986063,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0134228187919463,0.00335570469798658,0.0134228187919463,0.571428571428571,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.00335570469798658,0.100671140939597,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.00671140939597315,0.0973154362416107,0.0830449826989619,0.100671140939597,0.0865051903114187,0.100671140939597,0.100671140939597,0.0761245674740484,0.00335570469798658,0.087248322147651,0.0973154362416107,0.100671140939597,0.0973154362416107,0.0107913669064748,0.0973154362416107,0.0830449826989619,0.0201342281879195,0.0830449826989619,0.0939597315436242,0.0100671140939597,0.0167785234899329,0.104026845637584,0.0100671140939597,0.574912891986063,0,0.574912891986063,0.0939597315436242,0.578397212543554,0
"ASV5",0.00335570469798658,0,0.00335570469798658,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00347222222222222,0.00335570469798658,0.00671140939597315,0.0202020202020202,0.00335570469798658,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.578397212543554,0.00335570469798658,0.00335570469798658,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.0167785234899329,0.00671140939597315,0.0100671140939597,0.574912891986063,0.0100671140939597,0.00671140939597315,0.0167785234899329,0.00671140939597315,0.104026845637584,0.00335570469798658,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00335570469798658,0.100671140939597,0.0865051903114187,0.104026845637584,0.0830449826989619,0.104026845637584,0.104026845637584,0.0795847750865052,0.00671140939597315,0.0906040268456376,0.0939597315436242,0.0973154362416107,0.100671140939597,0.0143884892086331,0.100671140939597,0.0865051903114187,0.023489932885906,0.0865051903114187,0.0973154362416107,0.00671140939597315,0.0134228187919463,0.100671140939597,0.0134228187919463,0.578397212543554,0.0036101083032491,0.578397212543554,0.0973154362416107,0.581881533101045,0.00335570469798658
"ASV11",0.00671140939597315,0.00335570469798658,0,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00694444444444444,0.00671140939597315,0.0100671140939597,0.0235690235690236,0.00671140939597315,0.023489932885906,0.0134228187919463,0.0100671140939597,0.578397212543554,0.00671140939597315,0.00671140939597315,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0134228187919463,0.00335570469798658,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.574912891986063,0.0134228187919463,0.00335570469798658,0.0201342281879195,0.0100671140939597,0.10738255033557,0.00671140939597315,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.00671140939597315,0.104026845637584,0.0899653979238755,0.10738255033557,0.0865051903114187,0.10738255033557,0.10738255033557,0.0830449826989619,0.0100671140939597,0.0939597315436242,0.0973154362416107,0.100671140939597,0.104026845637584,0.0179856115107914,0.104026845637584,0.0899653979238755,0.0268456375838926,0.0899653979238755,0.100671140939597,0.0100671140939597,0.0167785234899329,0.104026845637584,0.0167785234899329,0.578397212543554,0.0072202166064982,0.578397212543554,0.100671140939597,0.581881533101045,0.00671140939597315
"ASV25",0.00671140939597315,0.00335570469798658,0.00671140939597315,0,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00694444444444444,0.00671140939597315,0.0100671140939597,0.0235690235690236,0.00671140939597315,0.023489932885906,0.0134228187919463,0.0100671140939597,0.581881533101045,0.00671140939597315,0.00671140939597315,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0201342281879195,0.0100671140939597,0.0134228187919463,0.578397212543554,0.0134228187919463,0.0100671140939597,0.0201342281879195,0.0100671140939597,0.10738255033557,0.00671140939597315,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.104026845637584,0.0865051903114187,0.10738255033557,0.0830449826989619,0.10738255033557,0.10738255033557,0.0795847750865052,0.0100671140939597,0.0939597315436242,0.0973154362416107,0.100671140939597,0.104026845637584,0.0179856115107914,0.104026845637584,0.0865051903114187,0.0268456375838926,0.0865051903114187,0.100671140939597,0.0100671140939597,0.0167785234899329,0.104026845637584,0.0167785234899329,0.581881533101045,0.0072202166064982,0.581881533101045,0.100671140939597,0.585365853658537,0.00671140939597315
"ASV32",0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0134228187919463,0,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0138888888888889,0.0134228187919463,0.0100671140939597,0.0235690235690236,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.581881533101045,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0201342281879195,0.0100671140939597,0.0201342281879195,0.578397212543554,0.0134228187919463,0.0167785234899329,0.0201342281879195,0.0100671140939597,0.10738255033557,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.104026845637584,0.0899653979238755,0.10738255033557,0.0934256055363322,0.10738255033557,0.10738255033557,0.0830449826989619,0.0100671140939597,0.0939597315436242,0.104026845637584,0.10738255033557,0.104026845637584,0.0179856115107914,0.104026845637584,0.0899653979238755,0.0268456375838926,0.0899653979238755,0.100671140939597,0.0167785234899329,0.023489932885906,0.110738255033557,0.0167785234899329,0.581881533101045,0.0036101083032491,0.581881533101045,0.100671140939597,0.585365853658537,0.00671140939597315
"ASV35",0.00335570469798658,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0104166666666667,0.0100671140939597,0.00671140939597315,0.0202020202020202,0.0100671140939597,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.574912891986063,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.00671140939597315,0.0167785234899329,0.571428571428571,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.00671140939597315,0.104026845637584,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.100671140939597,0.0865051903114187,0.104026845637584,0.0899653979238755,0.104026845637584,0.104026845637584,0.0795847750865052,0.00671140939597315,0.0906040268456376,0.100671140939597,0.104026845637584,0.100671140939597,0.0143884892086331,0.100671140939597,0.0865051903114187,0.023489932885906,0.0865051903114187,0.0973154362416107,0.0134228187919463,0.0201342281879195,0.10738255033557,0.0134228187919463,0.574912891986063,0.0036101083032491,0.574912891986063,0.0973154362416107,0.578397212543554,0.00335570469798658
"ASV38",0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.0134228187919463,0,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0167785234899329,0.00671140939597315,0.0104166666666667,0.0100671140939597,0.0134228187919463,0.0269360269360269,0.0100671140939597,0.0268456375838926,0.0167785234899329,0.0134228187919463,0.581881533101045,0.0100671140939597,0.0100671140939597,0.0201342281879195,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.023489932885906,0.0134228187919463,0.0167785234899329,0.578397212543554,0.0167785234899329,0.0134228187919463,0.023489932885906,0.0134228187919463,0.110738255033557,0.0100671140939597,0.023489932885906,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.10738255033557,0.0934256055363322,0.110738255033557,0.0899653979238755,0.110738255033557,0.110738255033557,0.0865051903114187,0.0134228187919463,0.0973154362416107,0.100671140939597,0.104026845637584,0.10738255033557,0.0215827338129496,0.10738255033557,0.0934256055363322,0.0302013422818792,0.0934256055363322,0.104026845637584,0.0134228187919463,0.0134228187919463,0.10738255033557,0.0201342281879195,0.581881533101045,0.0108303249097473,0.581881533101045,0.104026845637584,0.585365853658537,0.0100671140939597
"ASV39",0.00335570469798658,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0104166666666667,0.0100671140939597,0.00671140939597315,0.0202020202020202,0.0100671140939597,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.574912891986063,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.00671140939597315,0.0167785234899329,0.571428571428571,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.00671140939597315,0.104026845637584,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.100671140939597,0.0865051903114187,0.104026845637584,0.0899653979238755,0.104026845637584,0.104026845637584,0.0795847750865052,0.00671140939597315,0.0906040268456376,0.100671140939597,0.104026845637584,0.100671140939597,0.0143884892086331,0.100671140939597,0.0865051903114187,0.023489932885906,0.0865051903114187,0.0973154362416107,0.0134228187919463,0.0201342281879195,0.10738255033557,0.0134228187919463,0.574912891986063,0.0036101083032491,0.574912891986063,0.0973154362416107,0.578397212543554,0.00335570469798658
"ASV42",0.00335570469798658,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.00671140939597315,0,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0104166666666667,0.0100671140939597,0.00671140939597315,0.0202020202020202,0.0100671140939597,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.578397212543554,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.00671140939597315,0.0167785234899329,0.574912891986063,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.00671140939597315,0.104026845637584,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.100671140939597,0.0865051903114187,0.104026845637584,0.0899653979238755,0.104026845637584,0.104026845637584,0.0795847750865052,0.00671140939597315,0.0906040268456376,0.100671140939597,0.104026845637584,0.100671140939597,0.0143884892086331,0.100671140939597,0.0865051903114187,0.023489932885906,0.0865051903114187,0.0973154362416107,0.0134228187919463,0.0201342281879195,0.10738255033557,0.0134228187919463,0.578397212543554,0.0036101083032491,0.578397212543554,0.0973154362416107,0.581881533101045,0.00335570469798658
"ASV45",0.00335570469798658,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.00671140939597315,0,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0104166666666667,0.0100671140939597,0.00671140939597315,0.0202020202020202,0.0100671140939597,0.0201342281879195,0.0100671140939597,0.00671140939597315,0.578397212543554,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0167785234899329,0.00671140939597315,0.0167785234899329,0.574912891986063,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.00671140939597315,0.100671140939597,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0973154362416107,0.0830449826989619,0.100671140939597,0.0865051903114187,0.100671140939597,0.100671140939597,0.0761245674740484,0.00671140939597315,0.087248322147651,0.0973154362416107,0.100671140939597,0.0973154362416107,0.0143884892086331,0.0973154362416107,0.0830449826989619,0.023489932885906,0.0830449826989619,0.0939597315436242,0.0134228187919463,0.0201342281879195,0.104026845637584,0.0134228187919463,0.578397212543554,0.0036101083032491,0.578397212543554,0.0939597315436242,0.581881533101045,0.00335570469798658
