#SampleID	InputFileName	CoralTag	SampleType	Year	TubeNumber	Coral_Species	Site
KI15cFSYM439	KI15cFSYM439_MERGED-MAX-MISMATCH-3	492	coral	2015July	439	Favites_pentagona	32
KI15cFSYM448	KI15cFSYM448_MERGED-MAX-MISMATCH-3	772	coral	2015July	448	Favites_pentagona	32
KI15cFSYM455	KI15cFSYM455_MERGED-MAX-MISMATCH-3	500	coral	2015July	455	Favites_sp	32
KI15cFSYM460	KI15cFSYM460_MERGED-MAX-MISMATCH-3	768	coral	2015July	460	Platygyra_sp	32
KI15cFSYM461	KI15cFSYM461_MERGED-MAX-MISMATCH-3	770	coral	2015July	461	Favites_pentagona	32
KI15cFSYM468	KI15cFSYM468_MERGED-MAX-MISMATCH-3	754	coral	2015July	468	Platygyra_sp	32
KI15cFSYM472	KI15cFSYM472_MERGED-MAX-MISMATCH-3	766	coral	2015July	472	Platygyra_sp	32
KI15cFSYM474	KI15cFSYM474_MERGED-MAX-MISMATCH-3	762	coral	2015July	474	Platygyra_sp	32
KI15cFSYM488	KI15cFSYM488_MERGED-MAX-MISMATCH-3	328	coral	2015July	488	Platygyra_sp	34
KI15cFSYM493	KI15cFSYM493_MERGED-MAX-MISMATCH-3	339	coral	2015July	493	Favia_sp	34
KI15cFSYM494	KI15cFSYM494_MERGED-MAX-MISMATCH-3	341	coral	2015July	494	Favites_pentagona	34
KI15cFSYM496	KI15cFSYM496_MERGED-MAX-MISMATCH-3	353	coral	2015July	496	Platygyra_sp	34
KI15cFSYM499	KI15cFSYM499_MERGED-MAX-MISMATCH-3	781	coral	2015July	499	Favites_pentagona	34
KI15cFSYM502	KI15cFSYM502_MERGED-MAX-MISMATCH-3	786	coral	2015July	502	Favites_pentagona	34
KI15cFSYM503	KI15cFSYM503_MERGED-MAX-MISMATCH-3	856	coral	2015July	503	Favites_pentagona	34
KI15cFSYM504	KI15cFSYM504_MERGED-MAX-MISMATCH-3	857	coral	2015July	504	Platygyra_sp	34
KI15cFSYM506	KI15cFSYM506_MERGED-MAX-MISMATCH-3	850	coral	2015July	506	Platygyra_sp	34
KI15cFSYM507	KI15cFSYM507_MERGED-MAX-MISMATCH-3	339	coral	2015July	507	Favia_sp	34
KI15cFSYM509	KI15cFSYM509_MERGED-MAX-MISMATCH-3	341	coral	2015July	509	Favites_pentagona	34
KI15cFSYM519	KI15cFSYM519_MERGED-MAX-MISMATCH-3	844	coral	2015July	519	Favites_pentagona	34
KI15cSSYM001	KI15cSSYM001_MERGED-MAX-MISMATCH-3	na	sediment	2015July	1	sediment	35
KI15cSSYM003	KI15cSSYM003_MERGED-MAX-MISMATCH-3	na	sediment	2015July	3	sediment	35
KI15cSSYM006	KI15cSSYM006_MERGED-MAX-MISMATCH-3	na	sediment	2015July	6	sediment	35
KI15cSSYM026	KI15cSSYM026_MERGED-MAX-MISMATCH-3	na	sediment	2015July	26	sediment	34
KI15cSSYM028	KI15cSSYM028_MERGED-MAX-MISMATCH-3	na	sediment	2015July	28	sediment	34
KI15cSSYM029	KI15cSSYM029_MERGED-MAX-MISMATCH-3	na	sediment	2015July	29	sediment	34
KI15cSSYM033	KI15cSSYM033_MERGED-MAX-MISMATCH-3	na	sediment	2015July	33	sediment	30
KI15cSSYM034	KI15cSSYM034_MERGED-MAX-MISMATCH-3	na	sediment	2015July	34	sediment	30
KI15cSSYM036	KI15cSSYM036_MERGED-MAX-MISMATCH-3	na	sediment	2015July	36	sediment	30
KI15cWSYM001	KI15cWSYM001_MERGED-MAX-MISMATCH-3	na	water	2015July	1	water	35
KI15cWSYM002	KI15cWSYM002_MERGED-MAX-MISMATCH-3	na	water	2015July	2	water	35
KI15cWSYM003	KI15cWSYM003_MERGED-MAX-MISMATCH-3	na	water	2015July	3	water	35
KI15cWSYM004	KI15cWSYM004_MERGED-MAX-MISMATCH-3	na	water	2015July	4	water	35
KI15cWSYM009	KI15cWSYM009_MERGED-MAX-MISMATCH-3	na	water	2015July	9	water	27
KI15cWSYM010	KI15cWSYM010_MERGED-MAX-MISMATCH-3	na	water	2015July	10	water	27
KI15cWSYM011	KI15cWSYM011_MERGED-MAX-MISMATCH-3	na	water	2015July	11	water	27
KI15cWSYM012	KI15cWSYM012_MERGED-MAX-MISMATCH-3	na	water	2015July	12	water	27
KI15cWSYM025	KI15cWSYM025_MERGED-MAX-MISMATCH-3	na	water	2015July	25	water	34
KI15cWSYM026	KI15cWSYM026_MERGED-MAX-MISMATCH-3	na	water	2015July	26	water	34
KI15cWSYM027	KI15cWSYM027_MERGED-MAX-MISMATCH-3	na	water	2015July	27	water	34
KI15cWSYM028	KI15cWSYM028_MERGED-MAX-MISMATCH-3	na	water	2015July	28	water	34
KI15cWSYM029	KI15cWSYM029_MERGED-MAX-MISMATCH-3	na	water	2015July	29	water	5
KI15cWSYM030	KI15cWSYM030_MERGED-MAX-MISMATCH-3	na	water	2015July	30	water	5
KI15cWSYM031	KI15cWSYM031_MERGED-MAX-MISMATCH-3	na	water	2015July	31	water	5
KI15cWSYM032	KI15cWSYM032_MERGED-MAX-MISMATCH-3	na	water	2015July	32	water	5
KI15cWSYM033	KI15cWSYM033_MERGED-MAX-MISMATCH-3	na	water	2015July	33	water	30
KI15cWSYM034	KI15cWSYM034_MERGED-MAX-MISMATCH-3	na	water	2015July	34	water	30
KI15cWSYM035	KI15cWSYM035_MERGED-MAX-MISMATCH-3	na	water	2015July	35	water	30
KI15cWSYM036	KI15cWSYM036_MERGED-MAX-MISMATCH-3	na	water	2015July	36	water	30
KI15cWSYM037	KI15cWSYM037_MERGED-MAX-MISMATCH-3	na	water	2015July	37	water	8
KI15cWSYM038	KI15cWSYM038_MERGED-MAX-MISMATCH-3	na	water	2015July	38	water	8
KI15cWSYM039	KI15cWSYM039_MERGED-MAX-MISMATCH-3	na	water	2015July	39	water	8
KI15cWSYM040	KI15cWSYM040_MERGED-MAX-MISMATCH-3	na	water	2015July	40	water	8
KI16aFSYM001	KI16aFSYM001_MERGED-MAX-MISMATCH-3	62	coral	2016March	1	Platygyra_sp	8
KI16aFSYM004	KI16aFSYM004_MERGED-MAX-MISMATCH-3	696	coral	2016March	4	Platygyra_sp	8
KI16aFSYM006	KI16aFSYM006_MERGED-MAX-MISMATCH-3	497_745	coral	2016March	6	Favites_pentagona	32
KI16aFSYM009	KI16aFSYM009_MERGED-MAX-MISMATCH-3	741	coral	2016March	9	Favia_sp	32
KI16aFSYM010	KI16aFSYM010_MERGED-MAX-MISMATCH-3	482	coral	2016March	10	Favites_pentagona	32
KI16aFSYM011	KI16aFSYM011_MERGED-MAX-MISMATCH-3	500	coral	2016March	11	Favites_sp	32
KI16aFSYM013	KI16aFSYM013_MERGED-MAX-MISMATCH-3	770	coral	2016March	13	Favites_pentagona	32
KI16aFSYM017	KI16aFSYM017_MERGED-MAX-MISMATCH-3	754_899	coral	2016March	17	Platygyra_sp	32
KI16aFSYM018	KI16aFSYM018_MERGED-MAX-MISMATCH-3	900	coral	2016March	18	Platygyra_sp	32
KI16aFSYM020	KI16aFSYM020_MERGED-MAX-MISMATCH-3	902	coral	2016March	20	Favites_pentagona	32
KI16aFSYM021	KI16aFSYM021_MERGED-MAX-MISMATCH-3	903	coral	2016March	21	Favia_sp	32
KI16aFSYM024	KI16aFSYM024_MERGED-MAX-MISMATCH-3	906	coral	2016March	24	Platygyra_sp	8
KI16aFSYM027	KI16aFSYM027_MERGED-MAX-MISMATCH-3	909	coral	2016March	27	Platygyra_sp	8
KI16aFSYM029	KI16aFSYM029_MERGED-MAX-MISMATCH-3	911	coral	2016March	29	Favites_pentagona	8
KI16aFSYM033	KI16aFSYM033_MERGED-MAX-MISMATCH-3	914	coral	2016March	33	Platygyra_sp	8
KI16aFSYM035	KI16aFSYM035_MERGED-MAX-MISMATCH-3	916	coral	2016March	35	Favia_sp	8
KI16aFSYM038	KI16aFSYM038_MERGED-MAX-MISMATCH-3	919	coral	2016March	38	Platygyra_sp	8
KI16aFSYM039	KI16aFSYM039_MERGED-MAX-MISMATCH-3	920	coral	2016March	39	Favia_sp	8
KI16aFSYM040	KI16aFSYM040_MERGED-MAX-MISMATCH-3	921	coral	2016March	40	Favia_sp	8
KI16aFSYM043	KI16aFSYM043_MERGED-MAX-MISMATCH-3	575	coral	2016March	43	Favia_sp	35
KI16aFSYM044	KI16aFSYM044_MERGED-MAX-MISMATCH-3	89	coral	2016March	44	Favia_matthai	35
KI16aFSYM047	KI16aFSYM047_MERGED-MAX-MISMATCH-3	637	coral	2016March	47	Platygyra_sp	35
KI16aFSYM048	KI16aFSYM048_MERGED-MAX-MISMATCH-3	100_638	coral	2016March	48	Favia_matthai	35
KI16aFSYM049	KI16aFSYM049_MERGED-MAX-MISMATCH-3	99	coral	2016March	49	Platygyra_sp	35
KI16aFSYM054	KI16aFSYM054_MERGED-MAX-MISMATCH-3	925	coral	2016March	54	Platygyra_sp	35
KI16aFSYM056	KI16aFSYM056_MERGED-MAX-MISMATCH-3	927	coral	2016March	56	Favia_sp	35
KI16aFSYM057	KI16aFSYM057_MERGED-MAX-MISMATCH-3	928	coral	2016March	57	Platygyra_sp	35
KI16aFSYM058	KI16aFSYM058_MERGED-MAX-MISMATCH-3	929	coral	2016March	58	Favites_pentagona	35
KI16aFSYM059	KI16aFSYM059_MERGED-MAX-MISMATCH-3	930	coral	2016March	59	Favia_sp	35
KI16aFSYM062	KI16aFSYM062_MERGED-MAX-MISMATCH-3	933	coral	2016March	62	Platygyra_sp	35
KI16aFSYM066	KI16aFSYM066_MERGED-MAX-MISMATCH-3	729	coral	2016March	66	Favites_pentagona	27
KI16aFSYM069	KI16aFSYM069_MERGED-MAX-MISMATCH-3	936	coral	2016March	69	Platygyra_sp	27
KI16aFSYM070	KI16aFSYM070_MERGED-MAX-MISMATCH-3	937	coral	2016March	70	Favites_pentagona	27
KI16aFSYM072	KI16aFSYM072_MERGED-MAX-MISMATCH-3	939	coral	2016March	72	Platygyra_sp	27
KI16aFSYM073	KI16aFSYM073_MERGED-MAX-MISMATCH-3	940	coral	2016March	73	Favia_sp	27
KI16aFSYM074	KI16aFSYM074_MERGED-MAX-MISMATCH-3	941	coral	2016March	74	Platygyra_sp	27
KI16aFSYM076	KI16aFSYM076_MERGED-MAX-MISMATCH-3	942	coral	2016March	76	Favia_sp	27
KI16aFSYM077	KI16aFSYM077_MERGED-MAX-MISMATCH-3	127	coral	2016March	77	Favia_sp	30
KI16aFSYM080	KI16aFSYM080_MERGED-MAX-MISMATCH-3	146	coral	2016March	80	Favia_matthai	30
KI16aFSYM082	KI16aFSYM082_MERGED-MAX-MISMATCH-3	386	coral	2016March	82	Favites_pentagona	30
KI16aFSYM083	KI16aFSYM083_MERGED-MAX-MISMATCH-3	388	coral	2016March	83	Favia_sp	30
KI16aFSYM086	KI16aFSYM086_MERGED-MAX-MISMATCH-3	439	coral	2016March	86	Favites_pentagona	30
KI16aFSYM087	KI16aFSYM087_MERGED-MAX-MISMATCH-3	787	coral	2016March	87	Favia_sp	5
KI16aFSYM088	KI16aFSYM088_MERGED-MAX-MISMATCH-3	788	coral	2016March	88	Platygyra_sp	5
KI16aFSYM089	KI16aFSYM089_MERGED-MAX-MISMATCH-3	792	coral	2016March	89	Platygyra_sp	5
KI16aFSYM091	KI16aFSYM091_MERGED-MAX-MISMATCH-3	797	coral	2016March	91	Platygyra_sp	5
KI16aFSYM094	KI16aFSYM094_MERGED-MAX-MISMATCH-3	817	coral	2016March	94	Favia_sp	5
KI16aFSYM095	KI16aFSYM095_MERGED-MAX-MISMATCH-3	813	coral	2016March	95	Platygyra_sp	5
KI16aFSYM096	KI16aFSYM096_MERGED-MAX-MISMATCH-3	820	coral	2016March	96	Platygyra_sp	5
KI16aFSYM101	KI16aFSYM101_MERGED-MAX-MISMATCH-3	824	coral	2016March	101	Platygyra_sp	5
KI16aFSYM104	KI16aFSYM104_MERGED-MAX-MISMATCH-3	807	coral	2016March	104	Platygyra_sp	5
KI16aFSYM107	KI16aFSYM107_MERGED-MAX-MISMATCH-3	285	coral	2016March	107	Favites_pentagona	14
KI16aFSYM108	KI16aFSYM108_MERGED-MAX-MISMATCH-3	289	coral	2016March	108	Platygyra_sp	14
KI16aFSYM113	KI16aFSYM113_MERGED-MAX-MISMATCH-3	857	coral	2016March	113	Platygyra_sp	34
KI16aFSYM116	KI16aFSYM116_MERGED-MAX-MISMATCH-3	328	coral	2016March	116	Platygyra_sp	34
KI16aFSYM118	KI16aFSYM118_MERGED-MAX-MISMATCH-3	783	coral	2016March	118	Platygyra_sp	34
KI16aFSYM119	KI16aFSYM119_MERGED-MAX-MISMATCH-3	786	coral	2016March	119	Favites_pentagona	34
KI16aFSYM120	KI16aFSYM120_MERGED-MAX-MISMATCH-3	850	coral	2016March	120	Platygyra_sp	34
KI16aFSYM121	KI16aFSYM121_MERGED-MAX-MISMATCH-3	339	coral	2016March	121	Favia_sp	34
KI16aFSYM123	KI16aFSYM123_MERGED-MAX-MISMATCH-3	844	coral	2016March	123	Favites_pentagona	34
KI16aFSYM151	KI16aFSYM151_MERGED-MAX-MISMATCH-3	583	coral	2016March	151	Favites_pentagona	15
KI16aFSYM153	KI16aFSYM153_MERGED-MAX-MISMATCH-3	588	coral	2016March	153	Favites_pentagona	15
KI16aFSYM155	KI16aFSYM155_MERGED-MAX-MISMATCH-3	592	coral	2016March	155	Favites_pentagona	15
KI16aFSYM158	KI16aFSYM158_MERGED-MAX-MISMATCH-3	594	coral	2016March	158	Platygyra_sp	15
KI16aFSYM159	KI16aFSYM159_MERGED-MAX-MISMATCH-3	597	coral	2016March	159	Favites_pentagona	15
KI16aFSYM160	KI16aFSYM160_MERGED-MAX-MISMATCH-3	618	coral	2016March	160	Platygyra_sp	15
KI16aFSYM164	KI16aFSYM164_MERGED-MAX-MISMATCH-3	612	coral	2016March	164	Platygyra_sp	15
KI16aFSYM190	KI16aFSYM190_MERGED-MAX-MISMATCH-3	29	coral	2016March	190	Favites_halicora	38
KI16aFSYM196	KI16aFSYM196_MERGED-MAX-MISMATCH-3	205	coral	2016March	196	Favites_pentagona	38
KI16aFSYM212	KI16aFSYM212_MERGED-MAX-MISMATCH-3	1020	coral	2016March	212	Platygyra_sp	37
KI16aFSYM214	KI16aFSYM214_MERGED-MAX-MISMATCH-3	1022	coral	2016March	214	Platygyra_sp	37
KI16aFSYM215	KI16aFSYM215_MERGED-MAX-MISMATCH-3	1023	coral	2016March	215	Platygyra_sp	37
KI16aFSYM217	KI16aFSYM217_MERGED-MAX-MISMATCH-3	1005	coral	2016March	217	Platygyra_sp	37
KI16aFSYM220	KI16aFSYM220_MERGED-MAX-MISMATCH-3	1008	coral	2016March	220	Platygyra_sp	37
KI16aFSYM221	KI16aFSYM221_MERGED-MAX-MISMATCH-3	1009	coral	2016March	221	Favites_pentagona	37
KI16aFSYM223	KI16aFSYM223_MERGED-MAX-MISMATCH-3	1011	coral	2016March	223	Platygyra_sp	37
KI16aFSYM225	KI16aFSYM225_MERGED-MAX-MISMATCH-3	1013	coral	2016March	225	Platygyra_sp	37
KI16aFSYM226	KI16aFSYM226_MERGED-MAX-MISMATCH-3	1014	coral	2016March	226	Favia_sp	37
KI16aFSYM229	KI16aFSYM229_MERGED-MAX-MISMATCH-3	1017	coral	2016March	229	Platygyra_sp	37
KI16aFSYM231	KI16aFSYM231_MERGED-MAX-MISMATCH-3	1024	coral	2016March	231	Platygyra_sp	37
KI16aFSYM233	KI16aFSYM233_MERGED-MAX-MISMATCH-3	1026	coral	2016March	233	Favia_sp	37
KI16aFSYM235	KI16aFSYM235_MERGED-MAX-MISMATCH-3	1028	coral	2016March	235	Platygyra_sp	37
KI16aFSYM237	KI16aFSYM237_MERGED-MAX-MISMATCH-3	1030	coral	2016March	237	Platygyra_sp	37
KI16aFSYM238	KI16aFSYM238_MERGED-MAX-MISMATCH-3	1031	coral	2016March	238	Platygyra_sp	37
KI16aFSYM239	KI16aFSYM239_MERGED-MAX-MISMATCH-3	1032	coral	2016March	239	Favites_pentagona	37
KI16aFSYM256	KI16aFSYM256_MERGED-MAX-MISMATCH-3	1033	coral	2016March	256	Favites_pentagona	40
KI16aFSYM259	KI16aFSYM259_MERGED-MAX-MISMATCH-3	1034	coral	2016March	259	Favites_pentagona	40
KI16aFSYM260	KI16aFSYM260_MERGED-MAX-MISMATCH-3	1035	coral	2016March	260	Platygyra_sp	40
KI16aFSYM261	KI16aFSYM261_MERGED-MAX-MISMATCH-3	1036	coral	2016March	261	Platygyra_sp	40
KI16aFSYM262	KI16aFSYM262_MERGED-MAX-MISMATCH-3	1037	coral	2016March	262	Favites_pentagona	40
KI16aFSYM264	KI16aFSYM264_MERGED-MAX-MISMATCH-3	1040	coral	2016March	264	Platygyra_sp	40
KI16aFSYM265	KI16aFSYM265_MERGED-MAX-MISMATCH-3	1049	coral	2016March	265	Platygyra_sp	40
KI16aFSYM266	KI16aFSYM266_MERGED-MAX-MISMATCH-3	1050	coral	2016March	266	Favites_pentagona	40
KI16aFSYM268	KI16aFSYM268_MERGED-MAX-MISMATCH-3	1052	coral	2016March	268	Favia_sp	40
KI16aFSYM272	KI16aFSYM272_MERGED-MAX-MISMATCH-3	1055	coral	2016March	272	Platygyra_sp	40
KI16aFSYM273	KI16aFSYM273_MERGED-MAX-MISMATCH-3	1056	coral	2016March	273	Favites_pentagona	40
KI16aFSYM274	KI16aFSYM274_MERGED-MAX-MISMATCH-3	1057	coral	2016March	274	Favia_sp	40
							
